productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
501718,Fukurou,Fukurou,https://tcgplayer-cdn.tcgplayer.com/product/501718_200w.jpg,68,23232,https://cpt.tcgcsv.com/nJ06,2023-06-23T20:56:18.407,1,UC,OP03-088,"This Character cannot be K.O.'d by effects.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,3,3000,CP9,1000,Strike,3.35,5.14,39.99,4.41,,Normal
501719,Wanze,Wanze,https://tcgplayer-cdn.tcgplayer.com/product/501719_200w.jpg,68,23232,https://cpt.tcgcsv.com/pJ06,2023-06-23T20:56:40.507,1,UC,OP03-093,"[On Play] <strong>You may trash 1 card from your hand</strong>: If your Leader's type includes ""CP"", K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",Black,Character,2,4000,CP7,,Slash,0.95,1.68,29.99,1.68,,Normal
501720,Air Door,Air Door,https://tcgplayer-cdn.tcgplayer.com/product/501720_200w.jpg,68,23232,https://cpt.tcgcsv.com/qJ06,2023-06-23T20:56:51.987,1,UC,OP03-094,"[Main] If your Leader's type includes ""CP"", look at 5 cards from the top of your deck; play up to 1 Character card with a type including ""CP"" and a cost of 5 or less. Then, trash the rest.
<br>
[Trigger] Play up to 1 black Character card with a cost of 3 or less from your trash.",Black,Event,4,,CP9,,,3.73,9.37,59.99,8.81,,Normal
501721,Tempest Kick Sky Slicer,Tempest Kick Sky Slicer,https://tcgplayer-cdn.tcgplayer.com/product/501721_200w.jpg,68,23232,https://cpt.tcgcsv.com/rJ06,2023-06-23T20:57:14.393,1,UC,OP03-096,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 0 or your opponent's Stages with a cost of 3 or less.
<br>
[Trigger] Draw 2 cards.",Black,Event,2,,CP9,,,4.0,6.45,11.79,9.92,,Normal
501722,Shirley,Shirley,https://tcgplayer-cdn.tcgplayer.com/product/501722_200w.jpg,68,23232,https://cpt.tcgcsv.com/sJ06,2023-06-23T20:58:28.723,1,UC,OP03-104,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",Yellow,Character,3,3000,Merfolk,1000,Wisdom,1.74,2.55,49.99,2.6,,Normal
501723,Charlotte Oven,Charlotte Oven,https://tcgplayer-cdn.tcgplayer.com/product/501723_200w.jpg,68,23232,https://cpt.tcgcsv.com/tJ06,2023-06-23T20:58:47.39,1,UC,OP03-105,[DON!! x1] [When Attacking] <strong>You may trash 1 card with a [Trigger] from your hand</strong>: This Character gains +3000 power during this battle.,Yellow,Character,3,4000,Big Mom Pirates,1000,Special,1.0,1.74,4.2,1.28,,Normal
501724,Shirahoshi,Shirahoshi,https://tcgplayer-cdn.tcgplayer.com/product/501724_200w.jpg,68,23232,https://cpt.tcgcsv.com/vJ06,2023-06-23T21:00:14.127,1,UC,OP03-116,"[On Play] Draw 3 cards and trash 2 cards from your hand.
<br>
[Trigger] Play this card.",Yellow,Character,5,0,Merfolk,1000,Wisdom,3.06,6.65,49.99,5.18,,Normal
501725,Napoleon,Napoleon,https://tcgplayer-cdn.tcgplayer.com/product/501725_200w.jpg,68,23232,https://cpt.tcgcsv.com/wJ06,2023-06-23T21:00:33.827,1,UC,OP03-117,"[Activate:Main] <strong>You may rest this Character</strong>: Up to 1 of your [Charlotte Linlin] cards gains +1000 power until the start of your next turn.
<br>
[Trigger] Play this card.",Yellow,Character,3,3000,Big Mom Pirates;Homies,1000,Slash,0.99,1.26,34.99,1.03,,Normal
501726,Ikoku Sovereignty,Ikoku Sovereignty,https://tcgplayer-cdn.tcgplayer.com/product/501726_200w.jpg,68,23232,https://cpt.tcgcsv.com/xJ06,2023-06-23T21:03:05.13,1,UC,OP03-118,"[Counter] Up to 1 of your Leader or Character cards gains +5000 power during this battle.
<br>
[Trigger] <strong>You may trash 2 cards from your hand</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Event,2,,The Four Emperors;Big Mom Pirates,,,3.0,4.75,39.99,4.02,,Normal
502624,Pillars of Strength - Pre-Release Pack,Pillars of Strength Pre Release Pack,https://tcgplayer-cdn.tcgplayer.com/product/502624_200w.jpg,68,23232,https://cpt.tcgcsv.com/v326,2023-12-15T15:16:35.31,1,,,,,,,,,,,2.24,2.74,5.19,4.33,,Normal
