productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
620802,Gum-Gum Rhino Schneider,Gum Gum Rhino Schneider,https://tcgplayer-cdn.tcgplayer.com/product/620802_200w.jpg,68,24068,https://cpt.tcgcsv.com/3l-6,2025-03-18T13:57:01.873,1,C,OP10-097,"[Main] Up to 1 of your ""Dressrosa"" type Characters gains +2000 power during this turn. Then, if you have 10 or more cards in your trash, that card gains [Banish] during this turn.<br>
<br>
[Trigger] Draw 2 cards and trash 1 card from your hand.",Black,Event,1,,Straw Hat Crew;Supernovas;Dressrosa,,,1.25,3.1,24.01,,,Normal
620803,Inazuma,Inazuma,https://tcgplayer-cdn.tcgplayer.com/product/620803_200w.jpg,68,24068,https://cpt.tcgcsv.com/5l-6,2025-03-18T13:57:15.903,1,C,OP10-100,"[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.<br>
<br>
[Trigger] If your Leader has the ""Revolutionary Army"" type and you and your opponent have a total of 5 or less Life cards, play this card.",Yellow,Character,4,5000,Revolutionary Army,1000,Slash,1.0,3.14,9.99,3.14,,Normal
620804,Urouge,Urouge,https://tcgplayer-cdn.tcgplayer.com/product/620804_200w.jpg,68,24068,https://cpt.tcgcsv.com/6l-6,2025-03-18T13:57:26.19,1,C,OP10-101,,Yellow,Character,5,7000,Fallen Monk Pirates;Supernovas,1000,Strike,0.5,1.11,9.99,1.55,,Normal
620805,Emporio.Ivankov,EmporioIvankov,https://tcgplayer-cdn.tcgplayer.com/product/620805_200w.jpg,68,24068,https://cpt.tcgcsv.com/7l-6,2025-03-18T13:57:37.113,1,C,OP10-102,"[Activate: Main] [Once Per Turn] Up to 3 of your ""Revolutionary Army"" type Characters gain +1000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",Yellow,Character,5,6000,Revolutionary Army,1000,Special,1.15,1.84,23.25,1.38,,Normal
620806,Caribou,Caribou,https://tcgplayer-cdn.tcgplayer.com/product/620806_200w.jpg,68,24068,https://cpt.tcgcsv.com/8l-6,2025-03-18T13:57:47.38,1,UC,OP10-104,"[DON!! x1] If your Leader has the ""Supernovas"" type and your opponent has 3 or more Life cards, this Character cannot be K.O.'d in battle.",Yellow,Character,4,5000,Caribou Pirates;Supernovas,1000,Special,1.0,1.67,12.99,1.99,,Normal
620807,Cavendish (105),Cavendish 105,https://tcgplayer-cdn.tcgplayer.com/product/620807_200w.jpg,68,24068,https://cpt.tcgcsv.com/9l-6,2025-03-18T13:58:06.77,1,C,OP10-105,,Yellow,Character,6,8000,Beautiful Pirates;Supernovas;Dressrosa,1000,Slash,2.1,3.68,9.99,2.98,,Normal
620808,Killer,Killer,https://tcgplayer-cdn.tcgplayer.com/product/620808_200w.jpg,68,24068,https://cpt.tcgcsv.com/bl-6,2025-03-18T13:58:16.96,1,UC,OP10-106,"[On K.O.] If your Leader has the ""Supernovas"" type, look at 3 cards from the top of your deck; reveal up to 1 ""Supernovas"" or ""Kid Pirates"" type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Character,3,5000,Kid Pirates;Supernovas,,Slash,4.91,5.69,14.99,6.2,,Normal
620809,Jewelry Bonney,Jewelry Bonney,https://tcgplayer-cdn.tcgplayer.com/product/620809_200w.jpg,68,24068,https://cpt.tcgcsv.com/cl-6,2025-03-18T13:58:28.003,1,UC,OP10-107,"[Blocker]<br>
<br>
[On Play] <strong>You may add 1 card from the top or bottom of your Life cards to your hand:</strong> Add up to 1 ""Supernovas"" type Character card with a cost of 5 from your hand to the top of your Life cards face-up.",Yellow,Character,3,4000,Bonney Pirates;Supernovas,1000,Special,2.0,5.99,10.0,6.47,,Normal
620810,Scratchmen Apoo,Scratchmen Apoo,https://tcgplayer-cdn.tcgplayer.com/product/620810_200w.jpg,68,24068,https://cpt.tcgcsv.com/dl-6,2025-03-18T13:58:38.22,1,C,OP10-108,"If you have a yellow ""Supernovas"" type Character other than [Scratchmen Apoo], this Character gains [Blocker].",Yellow,Character,1,1000,On-Air Pirates;Supernovas,1000,Ranged,2.09,3.01,9.99,4.3,,Normal
620811,Heat & Wire,Heat and Wire,https://tcgplayer-cdn.tcgplayer.com/product/620811_200w.jpg,68,24068,https://cpt.tcgcsv.com/fl-6,2025-03-18T13:58:48.967,1,C,OP10-110,"[On Play] Rest up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.<br>
<br>
[Trigger] If you have 2 or less Life cards, play this card.",Yellow,Character,3,4000,Kid Pirates,1000,Slash;Special,0.66,0.93,2.99,1.37,,Normal
620812,Roronoa Zoro (113),Roronoa Zoro 113,https://tcgplayer-cdn.tcgplayer.com/product/620812_200w.jpg,68,24068,https://cpt.tcgcsv.com/gl-6,2025-03-18T13:58:59.937,1,UC,OP10-113,"If you have less Life cards than your opponent, this Character gains [Rush].<br>
<br>
[Trigger] You may trash 1 card from your hand: If your Leader has the ""Supernovas"" type, play this card.",Yellow,Character,3,5000,Straw Hat Crew;Supernovas,,Slash,8.0,8.95,9.99,9.03,,Normal
620813,X.Drake,XDrake,https://tcgplayer-cdn.tcgplayer.com/product/620813_200w.jpg,68,24068,https://cpt.tcgcsv.com/hl-6,2025-03-18T13:59:09.517,1,UC,OP10-114,"[Activate: Main] <strong>You may rest this Character:</strong> If the number of your Life cards is equal to or less than the number of your opponent's Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.",Yellow,Character,3,3000,Drake Pirates;Navy;Supernovas,2000,Slash,2.0,6.5,8.44,6.25,,Normal
620814,Let's Meet Again in the New World,Lets Meet Again in the New World,https://tcgplayer-cdn.tcgplayer.com/product/620814_200w.jpg,68,24068,https://cpt.tcgcsv.com/jl-6,2025-03-18T13:59:20.887,1,C,OP10-115,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 0 Life cards, draw 1 card.<br>
<br>
[Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.",Yellow,Event,2,,Kid Pirates;Supernovas,,,0.45,1.2,12.0,2.4,,Normal
620815,ROOM,ROOM,https://tcgplayer-cdn.tcgplayer.com/product/620815_200w.jpg,68,24068,https://cpt.tcgcsv.com/kl-6,2025-03-18T13:59:32.387,1,UC,OP10-117,"[Counter] If you have 1 or less Life cards, up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, set up to 1 of your Characters with a cost of 5 or less as active.<br>
<br>
[Trigger] Draw 1 card.",Yellow,Event,1,,Heart Pirates;Supernovas,,,3.8,5.0,9.99,6.23,,Normal
620841,Royal Blood - Release Event Pack,Royal Blood Release Event Pack,https://tcgplayer-cdn.tcgplayer.com/product/620841_200w.jpg,68,24068,https://cpt.tcgcsv.com/Rl-6,2025-03-14T13:18:47.733,1,,,,,,,,,,,3.85,4.5,5.98,4.66,,Normal
